发送日期,发送时间,发送年份,时间位置,出现时间秒,弹幕内容,用户ID,弹幕颜色,颜色代码,弹幕模式,字体大小,弹幕长度
2024/11/3,22:14:31,2024,2:16,136.86,5,79149817...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/3,19:11:37,2024,2:16,136.91,5,a6dc046d...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/3,12:04:12,2024,2:12,132.67,5,530b98fb...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/3,11:32:00,2024,2:15,135.96,5,59b4be5b...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/3,10:04:29,2024,2:16,136.84,5,2a4ce730...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/2,19:30:50,2024,2:16,136.24,5,4ebdbf8b...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/2,15:28:29,2024,2:17,137.13,5,e4f408f3...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/2,14:59:20,2024,11:51,711.73,皇帝这表情啧啧啧,de772253...,白色,#FFFFFF,滚动弹幕,正常,8
2024/11/2,6:27:58,2024,2:12,132.67,5,ff780176...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/1,18:15:44,2024,2:15,135.68,5,7106d705...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/1,13:05:07,2024,2:15,135.25,5,2f8784df...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/1,12:20:12,2024,2:14,134.53,5,b01c3373...,白色,#FFFFFF,滚动弹幕,正常,1
2024/11/1,11:15:15,2024,1:27,87.09,那你还问,44cf5a84...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/31,23:29:07,2024,14:06,846.68,回旋镖啊 害,3e684d84...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/31,21:00:46,2024,2:17,137.36,5,c464a9ab...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/31,20:21:01,2024,2:15,135.9,5,6b19fe5d...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/31,19:19:34,2024,2:12,132.67,5,ec22ff80...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/31,17:40:59,2024,2:16,136.85,5,b31ea3eb...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/31,15:40:16,2024,2:15,135,5,b4a5d6cb...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/31,13:45:36,2024,2:15,135.43,5,1608749d...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/31,7:56:36,2024,13:31,811.02,安小鸟连真心都没对皇帝付出过，他失落的只是老板不看重自己影响自己升职加薪了，哪来的对皇帝死心,e56abae4...,其他颜色,#FFFF00,滚动弹幕,正常,46
2024/10/31,7:54:20,2024,12:10,730.55,因为皇帝的宠爱=生存资源，争夺生存资源是任何生物的本能,e56abae4...,其他颜色,#FFFF00,滚动弹幕,正常,27
2024/10/31,0:19:56,2024,2:16,136.51,5,6e58a372...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,22:38:18,2024,2:16,136.57,5,c98f3208...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,22:01:26,2024,2:16,136.47,5,876bb9c4...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,18:50:03,2024,2:12,132.67,5,4f043522...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,17:27:33,2024,2:17,137,5,76ea660c...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,16:56:50,2024,2:16,136,5,44cb920c...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,13:49:58,2024,2:16,136.03,5,ab4c05a9...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,13:06:55,2024,2:12,132.67,5,dbf84...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,12:59:18,2024,2:16,136.16,5,5f252714...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,12:31:29,2024,2:17,137.46,5,d487b262...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/30,9:48:19,2024,2:12,132.67,5,86ab5419...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,22:50:10,2024,2:17,137.39,5,9d53b135...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,19:21:07,2024,2:17,137.56,5,5dcefd13...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,19:14:41,2024,2:13,133.37,5,ef38cdff...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,17:50:42,2024,2:12,132.67,5,30369b33...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:56:39,2024,2:14,134.84,5,12ee7964...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:54:38,2024,2:15,135,5,8796dd6b...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:44:45,2024,2:12,132.67,5,605a2abd...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:39:34,2024,2:15,135.94,5,e7ec6097...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:34:35,2024,2:13,133.78,5,da9faca3...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:10:02,2024,9:13,553.59,自己流没流血不知道么？,a3401283...,白色,#FFFFFF,滚动弹幕,正常,11
2024/10/29,11:18:22,2024,2:14,134.97,5,14903014...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,10:38:40,2024,2:16,136.23,5,318f747f...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,10:32:57,2024,2:12,132.67,5,b29e277b...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,9:52:05,2024,7:12,432.51,这何尝不是一种粉刺,df56843e...,白色,#FFFFFF,滚动弹幕,正常,9
2024/10/29,9:31:05,2024,2:17,137.35,5,ffd34e11...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,9:08:41,2024,2:15,135.87,5,1f39dbbb...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,8:40:37,2024,2:02,122.98,现在打工的我也是这样，谢谢,7e9c40b7...,白色,#FFFFFF,滚动弹幕,正常,13
2024/10/29,8:38:56,2024,2:17,137.22,5,ce4d62b6...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,8:07:24,2024,2:12,132.67,5,f07698bd...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,6:10:46,2024,2:12,132.67,5,34e6b3e8...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,0:21:54,2024,2:15,135,5,7a014cfe...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,23:41:06,2024,2:16,136.27,5,eebd2104...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,23:29:21,2024,2:15,135.65,5,f3cfb2c9...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,23:20:56,2024,2:17,137,5,b90f137e...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:51:05,2024,2:16,136.93,5,c363258a...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:20:41,2024,2:17,137.63,5,c818f671...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:14:21,2024,2:17,137.24,5,a8cbdef6...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:04:57,2024,2:16,136.5,5,44a4ecd5...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:03:13,2024,2:12,132.67,5,3958f20f...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:02:19,2024,5:05,305.15,哟呵,a8da6d58...,白色,#FFFFFF,顶部弹幕,正常,2
2024/10/28,21:40:07,2024,2:13,133.46,5,5c30f44d...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,21:29:44,2024,2:17,137.57,5,140fcd25...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,15:42:27,2024,7:10,430.44,看透皇帝本质,a81ca5ea...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,14:38:17,2024,0:14,14.24,好诗,fe4e39d6...,白色,#FFFFFF,滚动弹幕,正常,2
2024/10/28,14:30:36,2024,7:09,429.92,看透皇帝本质,42fd26f8...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,14:23:25,2024,7:10,430.25,看透皇帝本质,3ba1e251...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,14:15:31,2024,7:11,431.17,看透皇帝本质,8b604003...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,13:41:39,2024,7:08,428.9,看透皇帝本质,77537d1d...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,12:55:14,2024,7:11,431.96,看透皇帝本质,ecbe6106...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,12:23:46,2024,7:08,428.53,看透皇帝本质,25268195...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,12:16:52,2024,7:08,428.47,看透皇帝本质,d3604575...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:55:30,2024,7:09,429.7,看透皇帝本质,df34929c...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:32:52,2024,7:11,431.7,自身的傲气,917e1248...,白色,#FFFFFF,滚动弹幕,正常,5
2024/10/28,11:26:39,2024,7:12,432.05,看透皇帝本质,b6a4161f...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:26:22,2024,7:11,431.62,看透皇帝本质,29d8795d...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:03:02,2024,7:08,428.42,看透皇帝本质,f4cd505a...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,10:56:20,2024,7:11,431.68,看透皇帝本质,f6fa6571...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,10:20:16,2024,10:23,623.5,守护最好的眉姐姐,df955202...,白色,#FFFFFF,滚动弹幕,正常,8
2024/10/28,9:58:16,2024,7:09,429.67,看透皇帝本质,d8b484fc...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,9:24:31,2024,7:09,429.21,看透皇帝本质,4f9ab577...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,0:09:05,2024,7:09,429.93,看透皇帝本质,486ecba1...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,23:44:55,2024,7:10,430.61,看透皇帝本质,5d81e0dd...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,23:09:04,2024,7:11,431.31,看透皇帝本质,ec0d56b7...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,22:35:27,2024,7:12,432.16,看透皇帝本质,d8478f8e...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,22:32:50,2024,11:48,708.99,哈哈哈哈,5fbde75e...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/27,18:59:30,2024,14:19,859.18,谁都一样,304639e1...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/27,18:08:43,2024,2:01,121.34,哈哈哈哈哈哈,6b8514a8...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,16:41:31,2024,0:19,19.39,皇上最爱的恐怕是你逍妃,c8d36d9...,白色,#FFFFFF,滚动弹幕,正常,11
2024/10/27,11:52:12,2024,11:58,718.01,C位小宫女 一脸不屑,4c92b180...,白色,#FFFFFF,滚动弹幕,正常,10
2024/10/27,11:32:31,2024,2:19,139.33,5,1755f81e...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/27,1:47:07,2024,1:56,116.2,是吗，接生婆不是也可以罚款吗，恼什么,bb530b1a...,白色,#FFFFFF,滚动弹幕,正常,18
2024/10/26,22:32:49,2024,5:12,312.58,有意思,1f738d13...,白色,#FFFFFF,滚动弹幕,正常,3
2024/10/26,22:25:16,2024,9:38,578.72,就是那个求子汤啊,b8cda8b7...,白色,#FFFFFF,滚动弹幕,正常,8
2024/10/26,20:27:43,2024,13:27,807.49,安陵容应该也是死心的，尤其是甄嬛得宠的时候,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,21
2024/10/26,20:25:47,2024,11:44,704.83,这橘猫惬意的小表情。。hhh,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,14
2024/10/26,20:14:01,2024,2:28,148.5,恭喜主儿！,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,5
2024/10/26,20:11:05,2024,0:05,5.69,“莫哀”,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/26,20:07:46,2024,0:05,5.81,豪诗！,4b4a5605...,白色,#FFFFFF,滚动弹幕,正常,3
